,SENTENCE,Assessment,Time
21-C,"Although a recent pilot randomized trial [39] found no significant impact of a low glycemic index diet on the offspring weight of overweight/obese mothers, future, larger randomized trials and research with more frequent assessments of diet in pregnancy are needed to untangle the relationship between weight status, time in pregnancy of nutrient exposures, and offspring weight outcomes.",Useful,6.0691933631897
26-B,Larger studies are needed in diverse populations at various latitudes to further characterize the relationship between vitamin D supplementation and bone mineral content.,Useful,14.7160239219666
12-A,"Though consistent with studies of men and non-pregnant women, larger prospective studies that include objective measures of sleep duration, sleep quality, and sleep apnea during pregnancy are needed to confirm our findings.",Useful,27.6605336666107
25-A,Further research is needed relative to the etiology of symptomatic hypocalcemia in the first weeks of life.,Useful,34.3454761505127
22-C,"Future research with more frequent assessments of offspring weight and, potentially, analysis of growth velocities [51] might better inform how and when nutrient exposures in pregnancy impact growth.",Useful,4.04367423057556
14-A,"Many questions remain and future research will benefit from focused studies aimed at specific exposures and subpopulations, allowing for more detailed analyses by histologic subtypes.",Not useful,16.2199318408966
10-A,Future studies will elucidate the long term effects of maternal nutrition on offspring reproductive capability and to determine the molecular mechanisms underlying early pubertal onset.,Useful,4.27254700660706
24-C,"We note that our study was of limited size however, and that larger studies are needed in diverse global populations.",Useful,5.94744539260864
16-B,"Our implications for future research and MS prevention and according to the basis of the results of the only longitudinal study of serum 25-hydroxyvitamin D and MS onset [18], and assuming that these results are unbiased and vitamin D is truly protective against MS, over 70% of MS cases in the USA and Europe could be prevented by increasing the serum 25-hydroxyvitamin D concentration of adolescents and young adults to above 100 nmol/L [41,42].",Useful,13.9448864459991
28-A,"A systematic review of the role of vitamin D supplementation in infectious diseases had mixed findings, concluding that more rigorously designed clinical trials are needed (panel) [25].",Useful,2.97775602340698
17-A,"Although these doses are largely considered safe and potentially beneficial for other outcomes [8,19], confirmation of safety and efficacy in a large randomized trial is needed before making general recommendations.",Useful,14.2507219314575
4-C,"Further research should investigate variables in family relationships, the home, and the extended environment that influence eating.",Useful,2.37527346611023
8-A,"Future studies should compare placebo, iron-folate and UNIMMAP supplementation in order to assess the efficacy and effectiveness of pre- or inter-pregnancy supplementation on later maternal anaemia and pregnancy outcome, as well as the impact on broader micronutrient status and other functional outcomes in this vulnerable group.",Useful,1.02772688865662
13-B,Future studies are warranted for replication and should evaluate if this is a causal relationship.,Useful,49.0493097305298
28-C,"A systematic review of the role of vitamin D supplementation in infectious diseases had mixed findings, concluding that more rigorously designed clinical trials are needed (panel) [25].",Useful,26.1439919471741
21-A,"Although a recent pilot randomized trial [39] found no significant impact of a low glycemic index diet on the offspring weight of overweight/obese mothers, future, larger randomized trials and research with more frequent assessments of diet in pregnancy are needed to untangle the relationship between weight status, time in pregnancy of nutrient exposures, and offspring weight outcomes.",Useful,3.26480340957642
7-C,"In order to achieve Millennium Development Goals, new strategies to address nutritional problems in women of reproductive age are required.",Useful,141664.870708227
22-A,"Future research with more frequent assessments of offspring weight and, potentially, analysis of growth velocities [51] might better inform how and when nutrient exposures in pregnancy impact growth.",Useful,6637.65738773346
15-C,"Regarding maternal lactation diets, a Cochrane database meta-analysis [99] found some evidence of reduced atopic dermatitis, but suggested that more studies are needed.",Not useful,8.05912613868713
6-A,"However an analysis of the effects of supplementation on broader micronutrient status in this population would have been of interest and is a specified outcome in the main trial, which will be reported elsewhere.",Useful,8784.84334969521
12-B,"Though consistent with studies of men and non-pregnant women, larger prospective studies that include objective measures of sleep duration, sleep quality, and sleep apnea during pregnancy are needed to confirm our findings.",Useful,518.862946510315
27-C,"However, it will be increasingly important to examine, in larger studies, how additional specific exposures, such as lead as has been done by previous researchers (Pilsner et al. 2009), during intrauterine development affect these epigenetic markers in a more quantitative way.",Useful,6.38877701759338
14-B,"Many questions remain and future research will benefit from focused studies aimed at specific exposures and subpopulations, allowing for more detailed analyses by histologic subtypes.",Useful,481.268546581268
1-A,"Furthermore, the high frequency of gastrointestinal side effects experienced by people with type 2 diabetes suggests that any future role of acarbose, even if subsequent studies confirm safety, will be limited.",Useful,2.74280285835266
10-B,Future studies will elucidate the long term effects of maternal nutrition on offspring reproductive capability and to determine the molecular mechanisms underlying early pubertal onset.,Useful,2.86204433441162
18-B,"Whereas future observational epidemiological studies and genetic and molecular investigations will be useful to strengthen and refine the hypothesis, it might be necessary to do a large randomized trial to establish the safety and efficacy needed to promote large-scale vitamin D supplementation.",Useful,63.7573211193085
2-A,"Transplacental transfer occurs [67,81], and until studies demonstrating safety are performed, they should be avoided in pregnancy.",Not useful,7.82894492149353
24-A,"We note that our study was of limited size however, and that larger studies are needed in diverse global populations.",Useful,13.6167171001434
5-C,"More detailed studies of inflammatory markers and MMN supplementation are required in order to understand their roles in the aetiology of anaemia in this population of women, particularly in areas of high malarial endemicity.",Useful,46.2005202770233
26-C,Larger studies are needed in diverse populations at various latitudes to further characterize the relationship between vitamin D supplementation and bone mineral content.,Useful,5.98629212379456
9-C,"We speculate that our findings may imply adaptive responses to early life cues predicted by a life-history approach, although confirmation of these predictions requires further studies to assess reproductive fitness.",Useful,10.067601442337
25-B,Further research is needed relative to the etiology of symptomatic hypocalcemia in the first weeks of life.,Useful,354.319789171219
0-C,We plan to explore these issues in future experiments.,Not useful,2.81239748001099
11-B,"Though consistent with studies of men and non-pregnant women, larger studies that include objective measures of sleep duration, quality and apnea are needed to obtain more precise estimates of observed associations.",Useful,2.82794642448425
29-B,"As in our studies, these inconsistent findings point to the existence of complicated pathways for the function of vitamin D in disease processes, or simply that the correct effective dose of vitamin D supplementation needs to be better defined.",Useful,23.9576652050018
3-C,"However, few obesity interventions show clinically or statistically significant weight loss beyond the intervention period (100), which suggests that new and more comprehensive interventions are needed.",Not useful,12.0391800403595
23-C,"Identifying modifiable, prenatal causes of childhood obesity will inform future interventions targeting pregnancy as a ""teachable moment"" for primary and secondary obesity prevention.",Useful,2.80795741081238
20-C,This information is critical for the design of future intervention trials targeting obesity prevention in children.,Useful,64.3370819091797
4-B,"Further research should investigate variables in family relationships, the home, and the extended environment that influence eating.",Useful,11.774534702301
17-B,"Although these doses are largely considered safe and potentially beneficial for other outcomes [8,19], confirmation of safety and efficacy in a large randomized trial is needed before making general recommendations.",Useful,14.847470998764
16-A,"Our implications for future research and MS prevention and according to the basis of the results of the only longitudinal study of serum 25-hydroxyvitamin D and MS onset [18], and assuming that these results are unbiased and vitamin D is truly protective against MS, over 70% of MS cases in the USA and Europe could be prevented by increasing the serum 25-hydroxyvitamin D concentration of adolescents and young adults to above 100 nmol/L [41,42].",Useful,18.7039465904236
19-C,We suggest that an international multidisciplinary working group to be set up to oversee the design of future prevention or supplementation studies.,Not useful,10.5509698390961
